|none.wav|0|Single
guard_death_1|monster\guard\death1.wav|1136|Group:4
light_walk_sand_2|ambient\footstep\LightSand2.wav|2733|Single
event_lava_7|ambient\event\lava3.wav|149|Single
warriv_act1_gossip_4|act1\warriv\war_act1_gossip_04.wav|4330|Single
serpentdemon_neutral_1|monster\serpentdemon\neutral1.wav|1746|Group:3
assassin_impossible_1|common\assassin\ass_impossible.wav|3343|Group:2
diablo_cold_cast|monster\diablo\castcold.wav|759|Single
paladin_aura_defiance|skill\paladin\defiance.wav|2356|Single
greiz_greeting_return|act2\griez\gre_comebackthisway.wav|3953|Single
mosquito_hit_4|monster\mosquito\gethit4.wav|1369|Single
amazon_act1_find_burial|act1\amazon\ama_act1_entry_burialground.wav|2966|Single
impact_stun_1|combat\impact\stun1.wav|382|Group:3
qualkehk_greeting_inactive_1|Act5\Qual-Kehk\qua_whatisit.wav|4563|Group:3
trappedsoul_hit_3|monster\trappedsoul\gethit3.wav|1979|Single
asheara_greeting_time_1|act3\asheara\ash_goodmorning.wav|3576|Single
frogdemon_death_2|monster\frogdemon\death2.wav|992|Single
object_glass_break_3|object\glassbreak3.wav|2589|Single
cursor_point_drop|cursor\pointdrop.wav|5|Single
meshif_act3_gossip_4|act3\meshif\mes_act3_gossip_04.wav|4186|Single
regurgitator_spit|monster\regurgitator\spit.wav|1602|Single
paladin_act1_complete_tower|act1\paladin\pal_act1_complete_forgottentower.wav|3199|Single
bloodraven_hit_3|monster\bloodraven\gethit3.wav|615|Single
zombie_hit_4|monster\zombie\gethit4.wav|2212|Single
drognan_act2_q6_after|act2\drognan\dro_act2_q6_after.wav|3809|Single
leaper_hit_1|monster\leaper\gethit1.wav|1225|Group:4
heavy_walk_istone_3|ambient\footstep\HeavyIStone3.wav|2822|Single
item_potion_drink|item\potiondrink.wav|238|Single
cain_act5_gossip_2|Act5\Cain\cain_act5_02.wav|4419|Single
spider_web_6|monster\spider\goo06.wav|1835|Single
druid_act1_complete_tools|act1\druid\dru_act1_complete_toolsoftrade.wav|3432|Single
druidwerebear_bite_2|monster\werebear\bite2.wav|848|Single
necromancer_amplifydamage|skill\necromancer\amplifydamage.wav|2445|Single
izual_greeting|act4\izual\izu_act4_q1_successful.wav|4042|Single
pinhead_hit_3|monster\pinhead\gethit3.wav|1458|Single
barbarian_act2_begin_tainted|act2\barbarian\bar_act2_begin_taintedsun.wav|3055|Single
baal_hit_4|monster\baal\gethit4.wav|471|Single
monster_summoner_taunt_2|act2\monster\summonertaunt2.wav|4652|Single
vilemother_neutral_4|monster\vilemother\neutral4.wav|2068|Single
cain_act1_q5_early|act1\cain\cain_act1_q5_early.wav|3665|Single
golemfire_walk_4|monster\golemfire\firewalk4.wav|1081|Single
shrine_ofenirhs|object\shrine\shrineofenirhs.wav|2678|Single
event_cave_8|ambient\event\drip8.wav|94|Single
ormus_act3_q3_early|act3\ormus\orm_act3_q4_early.wav|4275|Single
sandraider_hit_3|monster\sandraider\gethit3.wav|1691|Single
sorceress_act1_rescue_cain|act1\sorceress\sor_act1_rescue_cain.wav|3288|Single
countess_mist_loop|monster\countess\mistloop.wav|704|Single
assassin_fade|skill\assassin\fade.wav|2301|Single
geglash_act2_q1_early|act2\geglash\geg_act2_q1_early.wav|3898|Single
minion_death_c1|monster\minion\deathC1.wav|1314|Group:3
sorceress_hit_2|combat\player\sorceress\soft3.wav|2911|Single
impact_claw_3|combat\impact\claw3.wav|327|Single
malah_act5_gossip_sor|Act5\Malah\mal_act5_gossip_sor.wav|4508|Single
tentacle_death_2|monster\tentacle\death2.wav|1924|Single
akara_act1_q6_early|act1\akara\aka_act1_q6_early.wav|3521|Single
fallenshaman_neutral_4|monster\fallenshaman\neutral4.wav|937|Single
object_barrel_explode|object\barrelexplode.wav|2534|Single
lysander_act2_gossip_6|act2\lysander\lys_act2_gossip_06.wav|4131|Single
pygmyshaman_spell_5|monster\pygmyshaman\spell5.wav|1547|Single
necromancer_act2_find_tomb_true|act2\necromancer\nec_act2_find_truetomb.wav|3144|Single
bighead_hit_2|monster\bighead\gethit2.wav|560|Single
yeti_neutral_4|monster\yeti\neutral4.wav|2157|Single
charsi_act1_intro_bar|act1\charsi\cha_act1_intro_bar.wav|3754|Single
hydra_death_1|monster\hydra\die1.wav|1170|Group:4
light_run_wood_4|ambient\footstep\LightWoodRun4.wav|2767|Single
event_town_3_day_2|ambient\event\frog2.wav|183|Single
warriv_act2_intro|act2\warriv\war_act2_intro.wav|4364|Single
skeleton_hit_7|monster\skeleton\gethit7.wav|1780|Single
assassin_act2_find_tomb_decoy|act2\assassin\ass_act2_find_decoytomb.wav|3377|Single
druidpod_death_4|monster\druidpod\death04.wav|793|Single
paladin_thorns_hit|skill\paladin\thornhit.wav|2390|Single
guard_you_may_enter|act2\guard\gua_youmayenter.wav|3987|Single
overseer_hit_4|monster\overseer\gethit4.wav|1403|Single
amazon_act3_find_jade|act3\amazon\ama_act3_find_jadefigurine.wav|3000|Single
cairn_stone_4|object\cairnloop4.wav|416|Single
qualkehk_act5_q5_init|Act5\Qual-Kehk\qua_act5_q5_init.wav|4597|Single
vampire_attack_1|monster\vampire\attack1.wav|2013|Group:4
asheara_act3_q6_early|act3\asheara\ash_act3_q6_early.wav|3610|Single
goatman_attack_2|monster\goatman\attack2.wav|1026|Single
object_stash_jungle_2|object\junglestash2.wav|2623|Single
quest_horadric_staff_spin|quest\staffloop.wav|39|Single
natalya_greeting_return|act3\natalya\nat_goodtoseeyouagain.wav|4220|Single
sandmaggotbaby_attack_1|monster\sandmaggotbaby\attack1.wav|1636|Group:6
paladin_act3_find_guardian|act3\paladin\pal_act3_find_guardiantower.wav|3233|Single
breakablewall_hit_5|none.wav|649|Single
amazon_handofathena|skill\amazon\handofathena.wav|2246|Single
elzix_act2_q6_success|act2\elzix\elz_act2_q6_successful.wav|3843|Single
lightningorb_death_3|monster\lightningorb\death3.wav|1259|Single
heavy_run_snow_1|ambient\footstep\HeavySnowRun1.wav|2856|Group:4
weapon_1hs_large_5|combat\weapon\one hand swing large17.wav|272|Single
larzuk_greeting_time_1|Act5\Larzuk\lar_morning.wav|4453|Single
spikefiend_shoot_4|monster\spikefiend\shoot4.wav|1869|Single
druid_act3_find_drain|act3\druid\dru_act3_find_drainlever.wav|3466|Single
duriel_hit_2|monster\duriel\gethit2.wav|882|Single
necromancer_teeth_2|skill\necromancer\teethlaunch2.wav|2479|Single
jerhyn_act2_q6_success|act2\jerhyn\jer_act2_q6_successful.wav|4076|Single
pygmy_attack_1|monster\pygmy\attack1.wav|1492|Group:6
barbarian_act5_defeat_baal|act5\barbarian\bar_act5_complete_defeatbaal.wav|3089|Single
baboondemon_attack_2|monster\baboondemon\attack2.wav|505|Single
music_quest_bloodraven|act1\bloodravenresolution.wav|4686|Single
willowisp_attack_2|monster\willowisp\attack2.wav|2102|Single
cain_act3_gossip_5|act3\cain\cain_act3_gossip_05.wav|3699|Single
greatermummy_neutral_4|monster\greatermummy\neutral4.wav|1115|Single
creature_rat_1|ambient\creature\rat1.wav|2712|Group:4
event_kurast_day_1|ambient\event\desertinsect3.wav|128|Group:5
tyrael_act2_intro|act2\tyreal\tyr_act2_intro.wav|4309|Single
serpentdemon_attack_4|monster\serpentdemon\attack4.wav|1725|Single
sorceress_act5_defeat_nihlathak|act5\sorceress\sor_act5_complete_nihlathaksecret.wav|3322|Single
diablo_attack_6|monster\diablo\attack6.wav|738|Single
druid_hurricane|skill\druid\hurricane.wav|2335|Single
gheed_act1_q2_after|act1\gheed\ghe_act1_q2_after.wav|3932|Single
moo_death_3|monster\moo\death3.wav|1348|Single
amazon_chat_e_1|common\amazon\ama_forgiveme.wav|2945|Group:2
impact_cold_3|combat\impact\coldimpact3.wav|361|Single
nihlathak_act5_gossip_3|Act5\Nihlathak\nih_act5_03.wav|4542|Single
thornhulk_attack_2|monster\thornhulk\longattack2.wav|1958|Single
alkor_act3_q4_early|act3\alkor\alk_act3_q1_early.wav|3555|Single
firespike_death_1|none.wav|971|Single
object_door_wood_open|object\doorwoodopen.wav|2568|Single
meshif_act2_gossip_8|act2\meshif\mes_act2_gossip_08.wav|4165|Single
reanimatedhorde_neutral_8|monster\reanimatedhorde\neutral8.wav|1581|Single
paladin_chat_d_2|common\paladin\pal_thankyou.wav|3178|Single
bladecreeper_death_2|monster\bladecreeper\death2.wav|594|Single
zakarumzealot_hit_1|monster\zakarumzealot\gethit1.wav|2191|Group:4
drognan_act2_gossip_4|act2\drognan\dro_act2_gossip_04.wav|3788|Single
izual_attack_4|monster\izual\attack4.wav|1204|Single
medium_run_ostone_2|ambient\footstep\MedOStoneRun2.wav|2801|Single
item_gem|item\gem.wav|217|Single
anya_act5_gossip_10|Act5\Anya\any_act5_gossip_10.wav|4398|Single
smith_hit_3|monster\smith\gethit3.wav|1814|Single
druid_chat_d_1|common\druid\dru_thanks.wav|3411|Group:2
druidwolf_attack_6|monster\druidwolf\attack6.wav|827|Single
sorceress_glacialspike_1|skill\sorceress\icespike1.wav|2424|Group:3
hratli_act3_q4_after|act3\hratli\hra_act3_q1_after.wav|4021|Single
pantherwoman_hit_1|monster\pantherwoman\gethit1.wav|1437|Group:4
barbarian_needkey_2|common\barbarian\bar_locked.wav|3034|Single
andariel_fire_loop|monster\andariel\fireloop.wav|450|Single
monster_baal_taunt_1|act5\monster\baallaugh1.wav|4631|Group:2
vilechild_walk_2|monster\vilechild\walk2.wav|2047|Single
cain_greeting_1|common\cain\cain_greetings.wav|3644|Group:3
golemclay_hit_3|monster\golemclay\gethit3.wav|1060|Single
object_xhiddenstash|object\xhiddenstash.wav|2657|Single
event_arcane_2|ambient\event\wind7.wav|73|Single
ormus_greeting_time_3|act3\ormus\orm_goodevening.wav|4254|Single
sandmaggotegg_hatch_2|monster\sandmaggotegg\hatch2.wav|1670|Single
sorceress_needkey_1|common\sorceress\sor_needkey.wav|3267|Group:2
corrupt_death_2|monster\corrupt\die3.wav|683|Single
assassin_bladefury_throw_3|skill\assassin\bladefury3.wav|2280|Single
geglash_greeting_1|act2\geglash\geg_buyyouadrink.wav|3877|Group:3
mephisto_loop|monster\mephisto\loop.wav|1293|Single
paladin_hit_5|combat\player\paladin\hard2.wav|2890|Single
weapon_giant_3|combat\weapon\bigswish3.wav|306|Single
malah_greeting_1|Act5\Malah\mal_greetingshero.wav|4487|Group:2
summoner_death|monster\summoner\death.wav|1903|Single
akara_act1_intro_sor|act1\akara\aka_act1_intro_sor.wav|3500|Single
fallen_warcry_4|monster\fallen\warcry4.wav|916|Single
barbarian_howl_3|skill\barbarian\howl3.wav|2513|Single
kashya_act1_q4_success|act1\kashya\kas_act1_q4_successful.wav|4110|Single
pygmyshaman_hit_1|monster\pygmyshaman\gethit1.wav|1526|Group:5
necromancer_act1_find_cairn|act1\necromancer\nec_act1_find_cairnstones.wav|3123|Single
batdemon_hit_3|monster\batdemon\gethit3.wav|539|Single
wraith_death_4|monster\wraith\death4.wav|2136|Single
cain_act4_q2_successexp|act4\cain\cain_act4_q2_successfulExp.wav|3733|Single
hawk_hit_3|monster\hawk\gethit3.wav|1149|Single
light_run_dirt_3|ambient\footstep\LightDirtRun3.wav|2746|Single
event_temple_1|ambient\event\breath1.wav|162|Group:5
warriv_act1_q2_success|act1\warriv\war_act1_q2_successful.wav|4343|Single
siegebeast_hit_1|monster\siegebeast\gethit1.wav|1759|Group:5
assassin_act1_find_burial|act1\assassin\ass_act1_entry_burialground.wav|3356|Single
druidbear_attack_5|monster\druidbear\attack16.wav|772|Single
paladin_aura_salvation|skill\paladin\salvation.wav|2369|Single
greiz_act2_gossip_10|act2\griez\gre_act2_gossip_10.wav|3966|Single
mummy_hit_1|monster\mummy\gethit1.wav|1382|Group:5
amazon_act2_complete_summoner|act2\amazon\ama_act2_complete_summoner.wav|2979|Single
impact_bash|combat\impact\bash.wav|395|Single
qualkehk_act5_gossip_7|Act5\Qual-Kehk\qua_act5_07.wav|4576|Single
trappedsoul_neutral_3|monster\trappedsoul\neutral3.wav|1992|Single
asheara_act3_intro_ama|act3\asheara\ash_act3_intro_ama.wav|3589|Single
frozenhorror_hit_3|monster\frozenhorror\gethit3.wav|1005|Single
object_sewer_water|object\sewerwater.wav|2602|Single
cursor_amazon_deselect|cursor\intro\amazon deselect.wav|18|Single
meshif_act3_q2_early|act3\meshif\mes_act3_q2_early.wav|4199|Single
sandmaggot_hit_1|monster\sandmaggot\gethit1.wav|1615|Group:6
paladin_act2_complete_radament|act2\paladin\pal_act2_complete_radamentlair.wav|3212|Single
bonefetish_hit_3|monster\bonefetish\gethit3.wav|628|Single
zombie_unique_neutral_2|monster\zombie\neutral2.wav|2225|Single
elzix_act2_gossip_4|act2\elzix\elz_act2_gossip_04_q2.wav|3822|Single
leaper_neutral_5|monster\leaper\neutral5.wav|1238|Single
heavy_walk_snow_4|ambient\footstep\HeavySnow4.wav|2835|Single
weapon_punch_1|combat\weapon\one hand thrust01.wav|251|Group:4
cain_act5_q2_early|Act5\Cain\cain_act5_q2_early.wav|4432|Single
spider_neutral_1|monster\spider\neutral1.wav|1848|Group:6
druid_act2_begin_tainted|act2\druid\dru_act2_begin_taintedsun.wav|3445|Single
druidwerewolf_neutral_1|none.wav|861|Single
necromancer_corpseexp_1|skill\necromancer\corpse explode 1.wav|2458|Group:6
jerhyn_greeting_time_2|act2\jerhyn\jer_goodday.wav|4055|Single
putriddefiler_attack_2|monster\putriddefiler\attack2.wav|1471|Single
barbarian_act2_trigger_field|act2\barbarian\bar_act2_trigger_field.wav|3068|Single
baalminion_death_1|monster\baalminion\death1.wav|484|Group:4
music_lair|act2\lair.wav|4665|Single
vulturedemon_hit_3|monster\vulturedemon\gethit3.wav|2081|Single
cain_act2_q1_early|act2\cain\cain_act2_q1_early.wav|3678|Single
golemiron_walk_3|monster\golemiron\ironwalk3.wav|1094|Single
creature_bug_4|ambient\creature\bug4.wav|2691|Single
event_desert_night_3|ambient\event\desertinsect4.wav|107|Single
ormus_act3_q6_init|act3\ormus\orm_act3_q6_init.wav|4288|Single
sandraider_neutral_6|monster\sandraider\neutral6.wav|1704|Single
sorceress_act2_near_tightspot|act2\sorceress\sor_act2_near_tightspot.wav|3301|Single
deathmauler_death_2|monster\deathmauler\death2.wav|717|Single
assassin_shadow_hit_3|skill\assassin\shadowhit3.wav|2314|Single
gheed_greeting_2|act1\gheed\ghe_hello.wav|3911|Single
minion_neutral_4|monster\minion\neutral4.wav|1327|Single
assassin_death_2|combat\player\assassin\death02.wav|2924|Single
impact_blade_thrust_6|none.wav|340|Single
malah_act5_q3_init|Act5\Malah\mal_act5_q3_init.wav|4521|Single
tentaclehead_attack_5|none.wav|1937|Single
alkor_act3_gossip_4|act3\alkor\alk_act3_gossip_03.wav|3534|Single
fingermage_death_2|monster\fingermage\death2.wav|950|Single
object_chest_large|object\chestbig.wav|2547|Single
lysander_act2_q4_early|act2\lysander\lys_act2_q4_early.wav|4144|Single
reanimatedhorde_hit_5|monster\reanimatedhorde\gethit5.wav|1560|Single
necromancer_act3_find_lamesen|act3\necromancer\nec_act3_find_lamesentome.wav|3157|Single
beetle_attack_2|monster\beetle\attack2.wav|573|Single
zakarumhigh_neutral_1|monster\zakarumhighpriest\neutral1.wav|2170|Group:4
charsi_act1_q4_instructions|act1\charsi\cha_act1_q4_instructions.wav|3767|Single
imp_death_1|monster\imp\death1.wav|1183|Group:4
medium_walk_sand_1|ambient\footstep\MedSand1.wav|2780|Group:4
event_wild_day_5|ambient\event\birdie12.wav|196|Single
warriv_act2_q6_success|act2\warriv\war_act2_q6_successful.wav|4377|Single
skeleton_necro_walk_2|monster\skeleton\walk2.wav|1793|Single
assassin_act3_find_jade|act3\assassin\ass_act3_find_jadefigurine.wav|3390|Single
druidpod_walk2_3|monster\druidpod\podwalk23.wav|806|Single
sorceress_enchant|skill\sorceress\enchant.wav|2403|Single
hratli_act3_gossip_3|act3\hratli\hra_act3_gossip_03.wav|4000|Single
overseer_whip_1|monster\overseer\whip1.wav|1416|Group:4
barbarian_cantcarry_2|common\barbarian\bar_overburdened.wav|3013|Single
monster_fireball|monster\fallenshaman\fireball.wav|429|Single
wussie_over_here|act5\soldier\sol_overhere.wav|4610|Single
vampire_neutral_1|monster\vampire\neutral1.wav|2026|Group:4
atma_act2_gossip_3|act2\atma\atm_act2_gossip_03.wav|3623|Single
goatman_neutral_3|monster\goatman\neutral3.wav|1039|Single
object_urn_break_1|object\jarbreak2.wav|2636|Group:5
scene_catacombs|ambient\scene\catacombs.wav|52|Single
natalya_act3_q2_early|act3\natalya\nat_act3_q2_early.wav|4233|Single
sandmaggotbaby_death_2|monster\sandmaggotbaby\death2.wav|1649|Single
sorceress_cantcarry_1|common\sorceress\sor_cantcarrymore.wav|3246|Group:2
catapult_death_2|monster\catapult\death2.wav|662|Single
amazon_magicarrow_2|skill\amazon\magicarrow2.wav|2259|Single
fara_act2_gossip_4|act2\fara\far_act2_gossip_07.wav|3856|Single
megademon_hit_5|monster\megademon\gethit5.wav|1272|Single
walk_ginormous_low_2|ambient\footstep\Ginormous6.wav|2869|Single
weapon_2hs_large_6|combat\weapon\two hand swing large06.wav|285|Single
larzuk_act5_intro|Act5\Larzuk\lar_act5_intro.wav|4466|Single
succubus_hit_4|monster\succubus\gethit4.wav|1882|Single
druid_act5_defeat_baal|act5\druid\dru_act5_complete_defeatbaal.wav|3479|Single
fallen_hit_1|monster\fallen\gethit1.wav|895|Group:5
barbarian_circle_3|skill\barbarian\circle3.wav|2492|Single
kashya_act1_gossip_5|act1\kashya\kas_act1_gossip_05.wav|4089|Single
pygmy_death_2|monster\pygmy\death2.wav|1505|Single
necromancer_chat_e_2|common\necromancer\nec_oops.wav|3102|Single
baboondemon_death_4|monster\baboondemon\death4.wav|518|Single
willowisp_appear_3|monster\willowisp\appear3.wav|2115|Single
cain_act3_q3_early|act3\cain\cain_act3_q4_early.wav|3712|Single
greatermummy_gas_1|monster\greatermummy\gas1.wav|1128|Group:4
light_walk_istone_2|ambient\footstep\LightIStone2.wav|2725|Single
event_lair_4|ambient\event\moan4.wav|141|Single
warriv_greeting_inactive_3|common\warriv\war_wherecanitakeyou.wav|4322|Single
serpentdemon_hit_5|monster\serpentdemon\gethit5.wav|1738|Single
assassin_chat_e_1|common\assassin\ass_forgiveme.wav|3335|Group:2
diablo_neutral_4|none.wav|751|Single
druid_summon|skill\druid\summon.wav|2348|Single
gheed_act1_q5_success|act1\gheed\ghe_act1_q5_successful.wav|3945|Single
mosquito_longattack_1|monster\mosquito\attack long1.wav|1361|Group:5
amazon_needmana_2|common\amazon\ama_needmana.wav|2958|Single
impact_lightning_layer_3|combat\impact\static3.wav|374|Single
nihlathak_act5_q2_early|Act5\Nihlathak\nih_act5_q2_early.wav|4555|Single
thornhulk_neutral_3|monster\thornhulk\neutral3.wav|1971|Single
alkor_act3_q6_success|act3\alkor\alk_act3_q6_successful.wav|3568|Single
frogdemon_attack_5|monster\frogdemon\attack5.wav|984|Single
object_fissure_3|object\fissure3.wav|2581|Single
meshif_act2_q4_success|act2\meshif\mes_act2_q4_successful.wav|4178|Single
regurgitator_death_4|monster\regurgitator\death4.wav|1594|Single
paladin_needmana_1|common\paladin\pal_notenoughmana.wav|3191|Group:2
bloodlord_death_3|monster\bloodlord\death3.wav|607|Single
zombie_attack_2|monster\zombie\attack2.wav|2204|Single
drognan_act2_q3_early|act2\drognan\dro_act2_q3_early.wav|3801|Single
leaper_attack_3|monster\leaper\attack3.wav|1217|Single
medium_run_wood_3|ambient\footstep\MedWoodRun3.wav|2814|Single
item_lightarmor|item\lightarmor.wav|230|Single
anya_act5_q4_after|Act5\Anya\any_act5_q4_after.wav|4411|Single
spider_swish_3|monster\spider\swishie3.wav|1827|Single
druid_needkey_2|common\druid\dru_locked.wav|3424|Single
druidwerebear_attack_3|monster\werebear\attack3.wav|840|Single
sorceress_meteor|skill\sorceress\meteorlaunch.wav|2437|Single
ironwolf_command_1|act3\ironwolf\iron_asyoucommand1.wav|4034|Single
pinhead_attack_1|monster\pinhead\attack1.wav|1450|Group:6
barbarian_act1_find_den|act1\barbarian\bar_act1_entry_denofevil.wav|3047|Single
baal_death|monster\baal\death.wav|463|Single
monster_izual_taunt_2|act4\izual\izualtaunt2.wav|4644|Single
vilemother_hit_5|monster\vilemother\gethit5.wav|2060|Single
cain_act1_q3_after|act1\cain\cain_act1_q3_after.wav|3657|Single
golemfire_hit_2|monster\golemfire\gethit2.wav|1073|Single
shrine_poison|object\shrine\poison.wav|2670|Single
event_catacombs_5|ambient\event\scream5.wav|86|Single
ormus_act3_intro_pal|act3\ormus\orm_act3_intro_pal.wav|4267|Single
sandraider_attack_1|monster\sandraider\attack1.wav|1683|Group:6
sorceress_act1_find_catacombs|act1\sorceress\sor_act1_entry_catacombs.wav|3280|Single
countess_attack_4|monster\countess\attack4.wav|696|Single
assassin_chargeup_phoenix_3|none.wav|2293|Single
